id,o_id,runs,delivery,extra_type,extras,batsman,bowler,score,for,wicket_ball,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,ball_color
1668,274,1,15.4,0,0,33,12,90,7,0,14,7,1,1,0,0,0,0,0,r
1669,274,0,15.5,0,0,36,12,90,7,0,14,7,1,0,0,0,1,0,0,r
1670,274,1,15.6,0,0,36,12,91,7,0,14,7,1,1,0,0,0,0,0,r
1671,275,1,16.1,0,0,36,14,92,7,0,14,7,1,1,0,0,0,0,0,y
1672,275,0,16.2,0,0,33,14,92,7,0,14,7,1,0,0,0,1,0,0,y
1673,275,1,16.3,0,0,33,14,93,7,0,14,7,1,1,0,0,0,0,0,y
1674,275,4,16.4,0,0,36,14,97,7,0,14,7,1,0,0,0,0,1,0,y
1675,275,0,16.5,0,0,36,14,97,7,0,14,7,1,0,0,0,1,0,0,y
1676,275,1,16.6,0,0,36,14,98,7,0,14,7,1,1,0,0,0,0,0,y
1677,276,4,17.1,0,0,36,13,102,7,0,14,7,1,0,0,0,0,1,0,r
1678,276,1,17.2,0,0,36,13,103,7,0,14,7,1,1,0,0,0,0,0,r
1679,276,0,17.3,0,0,33,13,103,7,0,14,7,1,0,0,0,1,0,0,r
1680,276,1,17.4,0,0,33,13,104,7,0,14,7,1,1,0,0,0,0,0,r
1681,276,1,17.5,0,0,36,13,105,7,0,14,7,1,1,0,0,0,0,0,r
1682,276,1,17.6,0,0,33,13,106,7,0,14,7,1,1,0,0,0,0,0,r
1683,277,0,18.1,0,0,33,12,106,7,0,14,7,1,0,0,0,1,0,0,y
1684,277,6,18.2,0,0,33,12,112,7,0,14,7,1,0,0,0,0,0,1,y
1685,277,6,18.3,0,0,33,12,118,7,0,14,7,1,0,0,0,0,0,1,y
1686,277,1,18.4,0,0,33,12,119,7,0,14,7,1,1,0,0,0,0,0,y
1687,277,4,18.5,0,0,36,12,123,7,0,14,7,1,0,0,0,0,1,0,y
1688,277,1,18.6,0,0,36,12,124,7,0,14,7,1,1,0,0,0,0,0,y
1689,278,1,19.1,0,0,36,10,125,7,0,14,7,1,1,0,0,0,0,0,r
1690,278,2,19.2,0,0,33,10,127,7,0,14,7,1,0,1,0,0,0,0,r
1691,278,4,19.3,0,0,33,10,131,7,0,14,7,1,0,0,0,0,1,0,r
1692,278,1,19.4,0,0,33,10,132,7,0,14,7,1,1,0,0,0,0,0,r
1693,278,0,19.5,0,0,36,10,132,7,0,14,7,1,0,0,0,1,0,0,r
1694,278,0,19.6,0,0,36,10,132,7,0,14,7,1,0,0,0,1,0,0,r
1695,279,0,0.1,0,0,71,89,0,1,1,15,8,1,0,0,0,1,0,0,y
1696,279,0,0.2,0,0,73,89,0,1,0,15,8,1,0,0,0,1,0,0,y
1697,279,4,0.3,0,0,73,89,4,1,0,15,8,1,0,0,0,0,1,0,y
1698,279,0,0.4,0,0,73,89,4,1,0,15,8,1,0,0,0,1,0,0,y
1699,279,6,0.5,0,0,73,89,10,1,0,15,8,1,0,0,0,0,0,1,y
1700,279,0,0.6,0,0,73,89,10,1,0,15,8,1,0,0,0,1,0,0,y
1701,280,4,1.1,0,0,72,91,14,1,0,15,8,1,0,0,0,0,1,0,y
1702,280,0,1.2,0,0,72,91,14,1,0,15,8,1,0,0,0,1,0,0,y
1703,280,0,1.3,0,0,72,91,14,1,0,15,8,1,0,0,0,1,0,0,y
1704,280,6,1.4,0,0,72,91,20,1,0,15,8,1,0,0,0,0,0,1,y
1705,280,1,1.5,0,0,72,91,21,1,0,15,8,1,1,0,0,0,0,0,y
1706,280,1,1.6,0,0,73,91,22,1,0,15,8,1,1,0,0,0,0,0,y
1707,281,0,2.1,0,0,73,89,22,1,0,15,8,1,0,0,0,1,0,0,y
1708,281,1,2.2,0,0,73,89,23,1,0,15,8,1,1,0,0,0,0,0,y
1709,281,0,2.3,0,0,72,89,23,1,0,15,8,1,0,0,0,1,0,0,y
1710,281,0,2.4,0,0,72,89,23,1,0,15,8,1,0,0,0,1,0,0,y
1711,281,0,2.5,0,0,72,89,23,1,0,15,8,1,0,0,0,1,0,0,y
1712,281,1,2.6,0,0,72,89,24,1,0,15,8,1,1,0,0,0,0,0,y
1713,282,0,3.1,0,0,72,91,24,1,0,15,8,1,0,0,0,1,0,0,y
1714,282,0,3.2,0,0,72,91,24,1,0,15,8,1,0,0,0,1,0,0,y
1715,282,1,3.3,0,0,72,91,25,1,0,15,8,1,1,0,0,0,0,0,y
1716,282,1,3.4,0,0,73,91,26,1,0,15,8,1,1,0,0,0,0,0,y
1717,282,1,3.5,0,0,72,91,27,1,0,15,8,1,1,0,0,0,0,0,y
1718,282,0,3.6,0,0,73,91,27,2,1,15,8,1,0,0,0,1,0,0,y
1719,283,6,4.1,0,0,72,89,33,2,0,15,8,1,0,0,0,0,0,1,y
1720,283,0,4.2,0,0,72,89,33,2,0,15,8,1,0,0,0,1,0,0,y
1721,283,6,4.3,0,0,72,89,39,2,0,15,8,1,0,0,0,0,0,1,y
1722,283,1,4.4,0,0,72,89,40,2,0,15,8,1,1,0,0,0,0,0,y
1723,283,0,4.5,0,0,74,89,40,2,0,15,8,1,0,0,0,1,0,0,y
1724,283,4,4.6,0,0,74,89,44,2,0,15,8,1,0,0,0,0,1,0,y
1725,284,0,5.1,0,0,72,91,44,2,0,15,8,1,0,0,0,1,0,0,y
1726,284,0,5.2,0,0,72,91,44,2,0,15,8,1,0,0,0,1,0,0,y
1727,284,1,5.3,0,0,72,91,45,2,0,15,8,1,1,0,0,0,0,0,y
1728,284,0,5.4,0,0,74,91,45,3,1,15,8,1,0,0,0,1,0,0,y
1729,284,0,5.5,0,0,82,91,45,3,0,15,8,1,0,0,0,1,0,0,y
1730,284,1,5.6,0,0,82,91,46,3,0,15,8,1,1,0,0,0,0,0,y
1731,285,6,6.1,0,0,82,93,52,3,0,15,8,1,0,0,0,0,0,1,y
1732,285,0,6.2,0,0,82,93,52,3,0,15,8,1,0,0,0,1,0,0,y
1733,285,0,6.3,0,0,82,93,52,3,0,15,8,1,0,0,0,1,0,0,y
1734,285,1,6.4,0,0,82,93,53,3,0,15,8,1,1,0,0,0,0,0,y
1735,285,6,6.5,0,0,72,93,59,3,0,15,8,1,0,0,0,0,0,1,y
1736,285,1,6.6,0,0,72,93,60,3,0,15,8,1,1,0,0,0,0,0,y
1737,286,0,7.1,0,0,72,90,60,3,0,15,8,1,0,0,0,1,0,0,y
1738,286,0,7.2,0,0,72,90,60,3,0,15,8,1,0,0,0,1,0,0,y
1739,286,0,7.3,0,0,72,90,60,3,0,15,8,1,0,0,0,1,0,0,y
1740,286,1,7.4,0,0,72,90,61,3,0,15,8,1,1,0,0,0,0,0,y
1741,286,1,7.5,0,0,82,90,62,3,0,15,8,1,1,0,0,0,0,0,y
1742,286,0,7.6,0,0,72,90,62,3,0,15,8,1,0,0,0,1,0,0,y
1743,287,6,8.1,0,0,82,92,68,3,0,15,8,1,0,0,0,0,0,1,y
1744,287,1,8.2,0,0,82,92,69,3,0,15,8,1,1,0,0,0,0,0,y
1745,287,1,8.3,0,0,72,92,70,3,0,15,8,1,1,0,0,0,0,0,y
1746,287,0,8.4,0,0,82,92,70,3,0,15,8,1,0,0,0,1,0,0,y
1747,287,1,8.5,0,0,82,92,71,3,0,15,8,1,1,0,0,0,0,0,y
1748,287,4,8.6,0,0,72,92,75,3,0,15,8,1,0,0,0,0,1,0,y
1749,288,1,9.1,0,0,82,90,76,3,0,15,8,1,1,0,0,0,0,0,y
1750,288,6,9.2,0,0,72,90,82,3,0,15,8,1,0,0,0,0,0,1,y
1751,288,0,9.3,0,0,72,90,82,3,0,15,8,1,0,0,0,1,0,0,y
1752,288,0,9.4,0,0,72,90,82,3,0,15,8,1,0,0,0,1,0,0,y
1753,288,4,9.5,0,0,72,90,86,3,0,15,8,1,0,0,0,0,1,0,y
1754,288,1,9.6,0,0,72,90,87,3,0,15,8,1,1,0,0,0,0,0,y
1755,289,0,10.1,0,0,72,93,87,3,0,15,8,1,0,0,0,1,0,0,y
1756,289,1,10.2,0,0,72,93,88,3,0,15,8,1,1,0,0,0,0,0,y
1757,289,4,10.3,0,0,82,93,92,3,0,15,8,1,0,0,0,0,1,0,y
1758,289,1,10.4,0,0,72,93,93,3,0,15,8,1,1,0,0,0,0,0,y
1759,289,1,10.5,0,0,72,93,94,3,0,15,8,1,1,0,0,0,0,0,y
1760,289,1,10.6,0,0,82,93,95,3,0,15,8,1,1,0,0,0,0,0,y
1761,290,2,11.1,n,1,82,92,97,3,0,15,8,1,1,0,0,0,0,0,y
1762,290,0,11.1,0,0,72,92,97,3,0,15,8,1,0,0,0,1,0,0,y
1763,290,1,11.2,w,1,72,92,98,3,0,15,8,1,0,0,0,0,0,0,y
1764,290,6,11.2,0,0,72,92,104,3,0,15,8,1,0,0,0,0,0,1,y
1765,290,0,11.3,0,0,72,92,104,3,0,15,8,1,0,0,0,1,0,0,y
1766,290,1,11.4,0,0,72,92,105,3,0,15,8,1,1,0,0,0,0,0,y
1767,290,4,11.5,0,0,82,92,109,3,0,15,8,1,0,0,0,0,1,0,y
1768,290,0,11.6,0,0,82,92,109,3,0,15,8,1,0,0,0,1,0,0,y
1769,291,1,12.1,0,0,72,90,110,3,0,15,8,1,1,0,0,0,0,0,y
1770,291,0,12.2,0,0,82,90,110,3,0,15,8,1,0,0,0,1,0,0,y
1771,291,1,12.3,0,0,82,90,111,3,0,15,8,1,1,0,0,0,0,0,y
1772,291,1,12.4,n,1,72,90,112,3,0,15,8,1,0,0,0,1,0,0,y
1773,291,1,12.4,0,0,72,90,113,3,0,15,8,1,1,0,0,0,0,0,y
1774,291,1,12.5,0,0,82,90,114,3,0,15,8,1,1,0,0,0,0,0,y
1775,291,4,12.6,0,0,72,90,118,3,0,15,8,1,0,0,0,0,1,0,y
1776,292,0,13.1,0,0,82,87,118,3,0,15,8,1,0,0,0,1,0,0,y
1777,292,1,13.2,0,0,82,87,119,3,0,15,8,1,1,0,0,0,0,0,y
1778,292,6,13.3,0,0,72,87,125,3,0,15,8,1,0,0,0,0,0,1,y
1779,292,0,13.4,0,0,72,87,125,3,0,15,8,1,0,0,0,1,0,0,y
1780,292,1,13.5,0,0,72,87,126,3,0,15,8,1,1,0,0,0,0,0,y
1781,292,0,13.6,0,0,82,87,126,3,0,15,8,1,0,0,0,1,0,0,y
1782,293,1,14.1,0,0,82,93,127,3,0,15,8,1,1,0,0,0,0,0,y
1783,293,0,14.2,0,0,82,93,127,3,0,15,8,1,0,0,0,1,0,0,y
1784,293,1,14.3,0,0,82,93,128,3,0,15,8,1,1,0,0,0,0,0,y
1785,293,0,14.4,0,0,72,93,128,4,1,15,8,1,0,0,0,1,0,0,y
1786,293,1,14.5,0,0,75,93,129,4,0,15,8,1,1,0,0,0,0,0,y
1787,293,0,14.6,0,0,75,93,129,4,0,15,8,1,0,0,0,1,0,0,y
1788,294,0,15.1,0,0,82,87,129,4,0,15,8,1,0,0,0,1,0,0,y
1789,294,0,15.2,0,0,82,87,129,4,0,15,8,1,0,0,0,1,0,0,y
1790,294,1,15.3,0,0,82,87,130,4,0,15,8,1,1,0,0,0,0,0,y
1791,294,1,15.4,0,0,75,87,131,4,0,15,8,1,1,0,0,0,0,0,y
1792,294,1,15.5,0,0,82,87,132,4,0,15,8,1,1,0,0,0,0,0,y
1793,294,1,15.6,0,0,75,87,133,4,0,15,8,1,1,0,0,0,0,0,y
1794,295,0,16.1,0,0,75,93,133,4,0,15,8,1,0,0,0,1,0,0,y
1795,295,1,16.2,0,0,75,93,134,4,0,15,8,1,1,0,0,0,0,0,y
1796,295,1,16.3,0,0,82,93,135,4,0,15,8,1,1,0,0,0,0,0,y
1797,295,6,16.4,0,0,75,93,141,4,0,15,8,1,0,0,0,0,0,1,y
1798,295,0,16.5,0,0,75,93,141,4,0,15,8,1,0,0,0,1,0,0,y
1799,295,4,16.6,0,0,75,93,145,4,0,15,8,1,0,0,0,0,1,0,y
1800,296,1,17.1,0,0,82,89,146,4,0,15,8,1,1,0,0,0,0,0,y
1801,296,6,17.2,0,0,75,89,152,4,0,15,8,1,0,0,0,0,0,1,y
1802,296,6,17.3,0,0,75,89,158,4,0,15,8,1,0,0,0,0,0,1,y
1803,296,0,17.4,0,0,75,89,158,5,1,15,8,1,0,0,0,1,0,0,y
1804,296,0,17.5,0,0,77,89,158,5,0,15,8,1,0,0,0,1,0,0,y
1805,296,0,17.6,0,0,77,89,158,5,0,15,8,1,0,0,0,1,0,0,y
1806,297,1,18.1,0,0,82,90,159,5,0,15,8,1,1,0,0,0,0,0,y
1807,297,4,18.2,0,0,77,90,163,5,0,15,8,1,0,0,0,0,1,0,y
1808,297,0,18.3,0,0,77,90,163,5,0,15,8,1,0,0,0,1,0,0,y
1809,297,4,18.4,0,0,77,90,167,5,0,15,8,1,0,0,0,0,1,0,y
1810,297,4,18.5,0,0,77,90,171,5,0,15,8,1,0,0,0,0,1,0,y
1811,297,0,18.6,0,0,77,90,171,6,1,15,8,1,0,0,0,1,0,0,y
1812,298,6,19.1,0,0,82,91,177,6,0,15,8,1,0,0,0,0,0,1,y
1813,298,0,19.2,0,0,82,91,177,6,0,15,8,1,0,0,0,1,0,0,y
1814,298,0,19.3,0,0,82,91,177,6,0,15,8,1,0,0,0,1,0,0,y
1815,298,1,19.4,0,0,82,91,178,6,0,15,8,1,1,0,0,0,0,0,y
1816,298,0,19.5,0,0,76,91,178,6,0,15,8,1,0,0,0,1,0,0,y
1817,298,1,19.6,0,0,76,91,179,6,0,15,8,1,1,0,0,0,0,0,y
1818,299,0,0.1,0,0,83,78,0,0,0,16,8,1,0,0,0,1,0,0,y
1819,299,1,0.2,0,0,83,78,1,0,0,16,8,1,1,0,0,0,0,0,y
1820,299,0,0.3,0,0,84,78,1,0,0,16,8,1,0,0,0,1,0,0,y
1821,299,6,0.4,0,0,84,78,7,0,0,16,8,1,0,0,0,0,0,1,y
1822,299,4,0.5,0,0,84,78,11,0,0,16,8,1,0,0,0,0,1,0,y
1823,299,1,0.6,0,0,84,78,12,0,0,16,8,1,1,0,0,0,0,0,y
1824,300,0,1.1,0,0,84,81,12,0,0,16,8,1,0,0,0,1,0,0,y
1825,300,0,1.2,0,0,84,81,12,0,0,16,8,1,0,0,0,1,0,0,y
1826,300,1,1.3,0,0,84,81,13,0,0,16,8,1,1,0,0,0,0,0,y
1827,300,0,1.4,0,0,83,81,13,0,0,16,8,1,0,0,0,1,0,0,y
1828,300,0,1.5,0,0,83,81,13,1,1,16,8,1,0,0,0,1,0,0,y
1829,300,0,1.6,0,0,85,81,13,1,0,16,8,1,0,0,0,1,0,0,y
1830,301,1,2.1,0,0,84,78,14,1,0,16,8,1,1,0,0,0,0,0,y
1831,301,6,2.2,0,0,85,78,20,1,0,16,8,1,0,0,0,0,0,1,y
1832,301,0,2.3,0,0,85,78,20,1,0,16,8,1,0,0,0,1,0,0,y
1833,301,1,2.4,0,0,85,78,21,1,0,16,8,1,1,0,0,0,0,0,y
1834,301,1,2.5,0,0,84,78,22,1,0,16,8,1,1,0,0,0,0,0,y
1835,301,0,2.6,0,0,85,78,22,1,0,16,8,1,0,0,0,1,0,0,y
1836,302,0,3.1,0,0,84,81,22,1,0,16,8,1,0,0,0,1,0,0,y
1837,302,1,3.2,0,0,84,81,23,1,0,16,8,1,1,0,0,0,0,0,y
1838,302,0,3.3,0,0,85,81,23,1,0,16,8,1,0,0,0,1,0,0,y
1839,302,1,3.4,0,0,85,81,24,1,0,16,8,1,1,0,0,0,0,0,y
1840,302,4,3.5,0,0,84,81,28,1,0,16,8,1,0,0,0,0,1,0,y
1841,302,0,3.6,0,0,84,81,28,1,0,16,8,1,0,0,0,1,0,0,y
1842,303,1,4.1,0,0,85,76,29,1,0,16,8,1,1,0,0,0,0,0,y
1843,303,4,4.2,0,0,84,76,33,1,0,16,8,1,0,0,0,0,1,0,y
1844,303,0,4.3,0,0,84,76,33,1,0,16,8,1,0,0,0,1,0,0,y
1845,303,1,4.4,0,0,84,76,34,1,0,16,8,1,1,0,0,0,0,0,y
1846,303,1,4.5,0,0,85,76,35,1,0,16,8,1,1,0,0,0,0,0,y
1847,303,0,4.6,0,0,84,76,35,1,0,16,8,1,0,0,0,1,0,0,y
1848,304,0,5.1,0,0,85,81,35,1,0,16,8,1,0,0,0,1,0,0,y
1849,304,1,5.2,0,0,85,81,36,1,0,16,8,1,1,0,0,0,0,0,y
1850,304,4,5.3,0,0,84,81,40,1,0,16,8,1,0,0,0,0,1,0,y
1851,304,0,5.4,0,0,84,81,40,1,0,16,8,1,0,0,0,1,0,0,y
1852,304,6,5.5,0,0,84,81,46,1,0,16,8,1,0,0,0,0,0,1,y
1853,304,1,5.6,0,0,84,81,47,1,0,16,8,1,1,0,0,0,0,0,y
1854,305,0,6.1,0,0,84,76,47,1,0,16,8,1,0,0,0,1,0,0,y
1855,305,1,6.2,0,0,84,76,48,1,0,16,8,1,1,0,0,0,0,0,y
1856,305,1,6.3,0,0,85,76,49,1,0,16,8,1,1,0,0,0,0,0,y
1857,305,4,6.4,0,0,84,76,53,1,0,16,8,1,0,0,0,0,1,0,y
1858,305,6,6.5,0,0,84,76,59,1,0,16,8,1,0,0,0,0,0,1,y
1859,305,1,6.6,0,0,84,76,60,1,0,16,8,1,1,0,0,0,0,0,y
1860,306,1,7.1,0,0,84,80,61,1,0,16,8,1,1,0,0,0,0,0,y
1861,306,0,7.2,0,0,85,80,61,1,0,16,8,1,0,0,0,1,0,0,y
1862,306,1,7.3,0,0,85,80,62,1,0,16,8,1,1,0,0,0,0,0,y
1863,306,4,7.4,0,0,84,80,66,1,0,16,8,1,0,0,0,0,1,0,y
1864,306,4,7.5,0,0,84,80,70,1,0,16,8,1,0,0,0,0,1,0,y
1865,306,1,7.6,0,0,84,80,71,1,0,16,8,1,1,0,0,0,0,0,y
1866,307,4,8.1,0,0,84,77,75,1,0,16,8,1,0,0,0,0,1,0,y
1867,307,1,8.2,0,0,84,77,76,1,0,16,8,1,1,0,0,0,0,0,y
1868,307,0,8.3,0,0,85,77,76,1,0,16,8,1,0,0,0,1,0,0,y
1869,307,0,8.4,0,0,85,77,76,1,0,16,8,1,0,0,0,1,0,0,y
1870,307,0,8.5,0,0,85,77,76,1,0,16,8,1,0,0,0,1,0,0,y
1871,307,1,8.6,0,0,85,77,77,1,0,16,8,1,1,0,0,0,0,0,y
1872,308,0,9.1,0,0,85,80,77,2,1,16,8,1,0,0,0,1,0,0,y
1873,308,1,9.2,0,0,86,80,78,2,0,16,8,1,1,0,0,0,0,0,y
1874,308,1,9.3,0,0,84,80,79,2,0,16,8,1,1,0,0,0,0,0,y
1875,308,0,9.4,0,0,86,80,79,2,0,16,8,1,0,0,0,1,0,0,y
1876,308,1,9.5,0,0,86,80,80,2,0,16,8,1,1,0,0,0,0,0,y
1877,308,1,9.6,0,0,84,80,81,2,0,16,8,1,1,0,0,0,0,0,y
1878,309,0,10.1,0,0,84,77,81,2,0,16,8,1,0,0,0,1,0,0,y
1879,309,1,10.2,0,0,84,77,82,2,0,16,8,1,1,0,0,0,0,0,y
1880,309,4,10.3,0,0,86,77,86,2,0,16,8,1,0,0,0,0,1,0,y
1881,309,1,10.4,w,1,86,77,87,2,0,16,8,1,0,0,0,0,0,0,y
1882,309,2,10.4,0,0,86,77,89,2,0,16,8,1,0,1,0,0,0,0,y
1883,309,1,10.5,0,0,86,77,90,2,0,16,8,1,1,0,0,0,0,0,y
1884,309,1,10.6,0,0,84,77,91,2,0,16,8,1,1,0,0,0,0,0,y
1885,310,1,11.1,0,0,84,80,92,2,0,16,8,1,1,0,0,0,0,0,y
1886,310,4,11.2,0,0,86,80,96,2,0,16,8,1,0,0,0,0,1,0,y
1887,310,4,11.3,0,0,86,80,100,2,0,16,8,1,0,0,0,0,1,0,y
1888,310,1,11.4,0,0,86,80,101,2,0,16,8,1,1,0,0,0,0,0,y
1889,310,1,11.5,0,0,84,80,102,2,0,16,8,1,1,0,0,0,0,0,y
1890,310,0,11.6,0,0,86,80,102,2,0,16,8,1,0,0,0,1,0,0,y
1891,311,0,12.1,0,0,84,77,102,2,0,16,8,1,0,0,0,1,0,0,y
1892,311,1,12.2,0,0,84,77,103,2,0,16,8,1,1,0,0,0,0,0,y
1893,311,1,12.3,0,0,86,77,104,2,0,16,8,1,1,0,0,0,0,0,y
1894,311,1,12.4,0,0,84,77,105,2,0,16,8,1,1,0,0,0,0,0,y
1895,311,1,12.5,0,0,86,77,106,2,0,16,8,1,1,0,0,0,0,0,y
1896,311,1,12.6,0,0,84,77,107,2,0,16,8,1,1,0,0,0,0,0,y
1897,312,1,13.1,0,0,84,76,108,2,0,16,8,1,1,0,0,0,0,0,y
1898,312,0,13.2,0,0,86,76,108,2,0,16,8,1,0,0,0,1,0,0,y
1899,312,1,13.3,0,0,86,76,109,2,0,16,8,1,1,0,0,0,0,0,y
1900,312,4,13.4,0,0,84,76,113,2,0,16,8,1,0,0,0,0,1,0,y
1901,312,1,13.5,0,0,84,76,114,2,0,16,8,1,1,0,0,0,0,0,y
1902,312,1,13.6,0,0,86,76,115,2,0,16,8,1,1,0,0,0,0,0,y
1903,313,1,14.1,0,0,86,78,116,2,0,16,8,1,1,0,0,0,0,0,y
1904,313,1,14.2,0,0,84,78,117,2,0,16,8,1,1,0,0,0,0,0,y
1905,313,1,14.3,0,0,86,78,118,2,0,16,8,1,1,0,0,0,0,0,y
1906,313,0,14.4,0,0,84,78,118,2,0,16,8,1,0,0,0,1,0,0,y
1907,313,6,14.5,0,0,84,78,124,2,0,16,8,1,0,0,0,0,0,1,y
1908,313,1,14.6,0,0,84,78,125,2,0,16,8,1,1,0,0,0,0,0,y
1909,314,1,15.1,0,0,84,76,126,2,0,16,8,1,1,0,0,0,0,0,y
1910,314,0,15.2,0,0,86,76,126,2,0,16,8,1,0,0,0,1,0,0,y
1911,314,0,15.3,0,0,86,76,126,3,1,16,8,1,0,0,0,1,0,0,y
1912,314,0,15.4,0,0,88,76,126,4,1,16,8,1,0,0,0,1,0,0,y
1913,314,1,15.5,0,0,87,76,127,4,0,16,8,1,1,0,0,0,0,0,y
1914,314,0,15.6,0,0,84,76,127,4,0,16,8,1,0,0,0,1,0,0,y
1915,315,6,16.1,0,0,87,77,133,4,0,16,8,1,0,0,0,0,0,1,y
1916,315,4,16.2,0,0,87,77,137,4,0,16,8,1,0,0,0,0,1,0,y
1917,315,0,16.3,0,0,87,77,137,4,0,16,8,1,0,0,0,1,0,0,y
1918,315,1,16.4,0,0,87,77,138,4,0,16,8,1,1,0,0,0,0,0,y
1919,315,1,16.5,0,0,84,77,139,4,0,16,8,1,1,0,0,0,0,0,y
1920,315,1,16.6,0,0,87,77,140,4,0,16,8,1,1,0,0,0,0,0,y
1921,316,1,17.1,0,0,87,80,141,4,0,16,8,1,1,0,0,0,0,0,y
1922,316,1,17.2,0,0,84,80,142,4,0,16,8,1,1,0,0,0,0,0,y
1923,316,1,17.3,0,0,87,80,143,4,0,16,8,1,1,0,0,0,0,0,y
1924,316,4,17.4,0,0,84,80,147,4,0,16,8,1,0,0,0,0,1,0,y
1925,316,1,17.5,0,0,84,80,148,4,0,16,8,1,1,0,0,0,0,0,y
1926,316,0,17.6,0,0,87,80,148,4,0,16,8,1,0,0,0,1,0,0,y
1927,317,0,18.1,0,0,84,78,148,4,0,16,8,1,0,0,0,1,0,0,y
1928,317,4,18.2,0,0,84,78,152,4,0,16,8,1,0,0,0,0,1,0,y
1929,317,4,18.3,0,0,84,78,156,4,0,16,8,1,0,0,0,0,1,0,y
1930,317,6,18.4,0,0,84,78,162,4,0,16,8,1,0,0,0,0,0,1,y
1931,317,1,18.5,0,0,84,78,163,4,0,16,8,1,1,0,0,0,0,0,y
1932,317,0,18.6,0,0,87,78,163,4,0,16,8,1,0,0,0,1,0,0,y
1933,318,1,19.1,0,0,84,81,164,4,0,16,8,1,1,0,0,0,0,0,y
1934,318,1,19.2,0,0,87,81,165,4,0,16,8,1,1,0,0,0,0,0,y
1935,318,1,19.3,0,0,84,81,166,4,0,16,8,1,1,0,0,0,0,0,y
1936,318,2,19.4,0,0,87,81,168,4,0,16,8,1,0,1,0,0,0,0,y
1937,318,1,19.5,0,0,87,81,169,4,0,16,8,1,1,0,0,0,0,0,y
1938,318,1,19.6,0,0,84,81,170,4,0,16,8,1,1,0,0,0,0,0,y
1939,319,0,0.1,0,0,1,65,0,0,0,17,9,1,0,0,0,1,0,0,y
1940,319,0,0.2,0,0,1,65,0,1,1,17,9,1,0,0,0,1,0,0,y
1941,319,0,0.3,0,0,3,65,0,1,0,17,9,1,0,0,0,1,0,0,y
1942,319,1,0.4,0,0,3,65,1,1,0,17,9,1,1,0,0,0,0,0,y
1943,319,0,0.5,0,0,2,65,1,1,0,17,9,1,0,0,0,1,0,0,y
1944,319,4,0.6,0,0,2,65,5,1,0,17,9,1,0,0,0,0,1,0,y
1945,320,0,1.1,0,0,3,66,5,1,0,17,9,1,0,0,0,1,0,0,y
1946,320,1,1.2,0,0,3,66,6,1,0,17,9,1,1,0,0,0,0,0,y
1947,320,1,1.3,0,0,2,66,7,1,0,17,9,1,1,0,0,0,0,0,y
1948,320,1,1.4,0,0,3,66,8,1,0,17,9,1,1,0,0,0,0,0,y
1949,320,1,1.5,0,0,2,66,9,1,0,17,9,1,1,0,0,0,0,0,y
1950,320,1,1.6,0,0,3,66,10,1,0,17,9,1,1,0,0,0,0,0,y
1951,321,1,2.1,0,0,3,65,11,1,0,17,9,1,1,0,0,0,0,0,y
1952,321,0,2.2,0,0,2,65,11,1,0,17,9,1,0,0,0,1,0,0,y
1953,321,0,2.3,0,0,2,65,11,2,1,17,9,1,0,0,0,1,0,0,y
1954,321,0,2.4,0,0,4,65,11,2,0,17,9,1,0,0,0,1,0,0,y
1955,321,0,2.5,0,0,4,65,11,2,0,17,9,1,0,0,0,1,0,0,y
1956,321,1,2.6,0,0,4,65,12,2,0,17,9,1,1,0,0,0,0,0,y
1957,322,0,3.1,0,0,4,66,12,2,0,17,9,1,0,0,0,1,0,0,y
1958,322,0,3.2,0,0,4,66,12,3,1,17,9,1,0,0,0,1,0,0,y
1959,322,6,3.3,0,0,7,66,18,3,0,17,9,1,0,0,0,0,0,1,y
1960,322,0,3.4,0,0,7,66,18,3,0,17,9,1,0,0,0,1,0,0,y
1961,322,0,3.5,0,0,7,66,18,3,0,17,9,1,0,0,0,1,0,0,y
1962,322,0,3.6,0,0,7,66,18,3,0,17,9,1,0,0,0,1,0,0,y
1963,323,0,4.1,0,0,3,65,18,3,0,17,9,1,0,0,0,1,0,0,y
1964,323,1,4.2,0,0,3,65,19,3,0,17,9,1,1,0,0,0,0,0,y
1965,323,0,4.3,0,0,7,65,19,3,0,17,9,1,0,0,0,1,0,0,y
1966,323,1,4.4,0,0,7,65,20,3,0,17,9,1,1,0,0,0,0,0,y
1967,323,0,4.5,0,0,3,65,20,4,1,17,9,1,0,0,0,1,0,0,y
1968,323,0,4.6,0,0,6,65,20,4,0,17,9,1,0,0,0,1,0,0,y
1969,324,2,5.1,0,0,7,66,22,4,0,17,9,1,0,1,0,0,0,0,y
1970,324,0,5.2,0,0,7,66,22,4,0,17,9,1,0,0,0,1,0,0,y
1971,324,0,5.3,0,0,7,66,22,4,0,17,9,1,0,0,0,1,0,0,y
1972,324,1,5.4,0,0,7,66,23,4,0,17,9,1,1,0,0,0,0,0,y
1973,324,0,5.5,0,0,6,66,23,4,0,17,9,1,0,0,0,1,0,0,y
1974,324,1,5.6,0,0,6,66,24,4,0,17,9,1,1,0,0,0,0,0,y
1975,325,4,6.1,0,0,6,67,28,4,0,17,9,1,0,0,0,0,1,0,y
1976,325,0,6.2,0,0,6,67,28,4,0,17,9,1,0,0,0,1,0,0,y
